num of agents,sum of costs,weights,runtime,cost lowerbound,sum of distances,MAPF algorithm
3,35525,"",18.813,35485,35485,PP
3,35525,"",18.8303,35485,35485,PP
5,35525,"",18.8478,35485,35485,PP
3,35525,"",18.8796,35485,35485,PP
7,35525,"",18.8948,35485,35485,PP
4,35525,"",18.9107,35485,35485,PP
2,35525,"",18.9222,35485,35485,PP
8,35525,"",18.9397,35485,35485,PP
4,35525,"",18.9542,35485,35485,PP
3,35525,"",18.9638,35485,35485,PP
5,35525,"",18.9816,35485,35485,PP
5,35525,"",19.0032,35485,35485,PP
3,35525,"",19.0208,35485,35485,PP
5,35525,"",19.0371,35485,35485,PP
7,35525,"",19.0565,35485,35485,PP
4,35525,"",19.0698,35485,35485,PP
4,35525,"",19.0841,35485,35485,PP
3,35525,"",19.0956,35485,35485,PP
5,35525,"",19.1122,35485,35485,PP
7,35525,"",19.1339,35485,35485,PP
3,35525,"",19.1411,35485,35485,PP
8,35525,"",19.1594,35485,35485,PP
5,35525,"",19.1714,35485,35485,PP
8,35525,"",19.1915,35485,35485,PP
3,35525,"",19.2014,35485,35485,PP
5,35525,"",19.2124,35485,35485,PP
3,35525,"",19.2341,35485,35485,PP
5,35525,"",19.2433,35485,35485,PP
3,35525,"",19.2502,35485,35485,PP
3,35525,"",19.2572,35485,35485,PP
6,35525,"",19.2691,35485,35485,PP
4,35525,"",19.2801,35485,35485,PP
6,35525,"",19.2903,35485,35485,PP
2,35525,"",19.2993,35485,35485,PP
4,35525,"",19.3079,35485,35485,PP
8,35525,"",19.3282,35485,35485,PP
4,35525,"",19.353,35485,35485,PP
3,35525,"",19.3646,35485,35485,PP
3,35525,"",19.3736,35485,35485,PP
4,35525,"",19.389,35485,35485,PP
7,35525,"",19.4168,35485,35485,PP
7,35525,"",19.4402,35485,35485,PP
5,35525,"",19.4489,35485,35485,PP
5,35525,"",19.4638,35485,35485,PP
3,35525,"",19.4854,35485,35485,PP
6,35525,"",19.5054,35485,35485,PP
3,35525,"",19.5126,35485,35485,PP
3,35525,"",19.5313,35485,35485,PP
2,35525,"",19.543,35485,35485,PP
4,35525,"",19.5639,35485,35485,PP
4,35525,"",19.5742,35485,35485,PP
8,35525,"",19.5894,35485,35485,PP
2,35525,"",19.599,35485,35485,PP
4,35525,"",19.6103,35485,35485,PP
5,35525,"",19.637,35485,35485,PP
4,35525,"",19.6663,35485,35485,PP
5,35525,"",19.6846,35485,35485,PP
2,35525,"",19.6903,35485,35485,PP
7,35525,"",19.7152,35485,35485,PP
7,35525,"",19.7291,35485,35485,PP
4,35525,"",19.7478,35485,35485,PP
3,35525,"",19.7561,35485,35485,PP
6,35525,"",19.7677,35485,35485,PP
5,35525,"",19.7869,35485,35485,PP
8,35525,"",19.8065,35485,35485,PP
4,35525,"",19.8171,35485,35485,PP
6,35525,"",19.8312,35485,35485,PP
6,35525,"",19.8593,35485,35485,PP
6,35525,"",19.893,35485,35485,PP
7,35525,"",19.9143,35485,35485,PP
3,35525,"",19.9259,35485,35485,PP
6,35525,"",19.9374,35485,35485,PP
3,35525,"",19.9619,35485,35485,PP
7,35525,"",20.0042,35485,35485,PP
8,35525,"",20.0207,35485,35485,PP
3,35525,"",20.028,35485,35485,PP
3,35525,"",20.0423,35485,35485,PP
3,35525,"",20.0595,35485,35485,PP
4,35525,"",20.0742,35485,35485,PP
9,35525,"",20.0996,35485,35485,PP
4,35525,"",20.1188,35485,35485,PP
6,35525,"",20.1338,35485,35485,PP
4,35525,"",20.1583,35485,35485,PP
4,35525,"",20.1746,35485,35485,PP
5,35525,"",20.1836,35485,35485,PP
4,35525,"",20.1975,35485,35485,PP
2,35525,"",20.2029,35485,35485,PP
7,35525,"",20.2223,35485,35485,PP
2,35525,"",20.2281,35485,35485,PP
5,35525,"",20.2384,35485,35485,PP
3,35525,"",20.2525,35485,35485,PP
8,35525,"",20.2722,35485,35485,PP
3,35525,"",20.2814,35485,35485,PP
5,35525,"",20.2995,35485,35485,PP
6,35525,"",20.3285,35485,35485,PP
8,35525,"",20.3439,35485,35485,PP
7,35525,"",20.3733,35485,35485,PP
3,35525,"",20.3796,35485,35485,PP
3,35525,"",20.4051,35485,35485,PP
5,35525,"",20.4291,35485,35485,PP
2,35525,"",20.4342,35485,35485,PP
2,35525,"",20.4461,35485,35485,PP
6,35525,"",20.4617,35485,35485,PP
2,35525,"",20.4783,35485,35485,PP
5,35525,"",20.4888,35485,35485,PP
8,35525,"",20.5103,35485,35485,PP
3,35525,"",20.5214,35485,35485,PP
2,35525,"",20.5353,35485,35485,PP
2,35525,"",20.552,35485,35485,PP
3,35525,"",20.5653,35485,35485,PP
2,35525,"",20.571,35485,35485,PP
3,35525,"",20.5823,35485,35485,PP
2,35525,"",20.5876,35485,35485,PP
4,35525,"",20.6045,35485,35485,PP
7,35525,"",20.6352,35485,35485,PP
5,35525,"",20.6493,35485,35485,PP
5,35525,"",20.6601,35485,35485,PP
3,35525,"",20.6736,35485,35485,PP
5,35525,"",20.6885,35485,35485,PP
5,35525,"",20.6983,35485,35485,PP
8,35525,"",20.7158,35485,35485,PP
6,35525,"",20.725,35485,35485,PP
3,35525,"",20.7319,35485,35485,PP
6,35525,"",20.7454,35485,35485,PP
4,35525,"",20.7581,35485,35485,PP
4,35525,"",20.7691,35485,35485,PP
3,35525,"",20.7756,35485,35485,PP
4,35525,"",20.7835,35485,35485,PP
7,35525,"",20.7963,35485,35485,PP
2,35525,"",20.8105,35485,35485,PP
7,35525,"",20.8335,35485,35485,PP
2,35525,"",20.8412,35485,35485,PP
5,35525,"",20.8625,35485,35485,PP
8,35525,"",20.8806,35485,35485,PP
2,35525,"",20.8954,35485,35485,PP
6,35525,"",20.9154,35485,35485,PP
8,35525,"",20.9308,35485,35485,PP
4,35525,"",20.9443,35485,35485,PP
4,35525,"",20.9615,35485,35485,PP
2,35525,"",20.98,35485,35485,PP
3,35525,"",20.9954,35485,35485,PP
4,35525,"",21.0065,35485,35485,PP
5,35525,"",21.03,35485,35485,PP
2,35525,"",21.0406,35485,35485,PP
3,35525,"",21.052,35485,35485,PP
2,35525,"",21.0589,35485,35485,PP
3,35525,"",21.0693,35485,35485,PP
7,35525,"",21.0931,35485,35485,PP
3,35525,"",21.0995,35485,35485,PP
8,35525,"",21.1206,35485,35485,PP
5,35525,"",21.1281,35485,35485,PP
3,35525,"",21.138,35485,35485,PP
3,35525,"",21.1595,35485,35485,PP
7,35525,"",21.1892,35485,35485,PP
3,35525,"",21.1952,35485,35485,PP
5,35525,"",21.2081,35485,35485,PP
5,35525,"",21.2311,35485,35485,PP
3,35525,"",21.2379,35485,35485,PP
5,35525,"",21.2523,35485,35485,PP
2,35525,"",21.2604,35485,35485,PP
8,35525,"",21.2784,35485,35485,PP
4,35525,"",21.3016,35485,35485,PP
6,35525,"",21.326,35485,35485,PP
4,35525,"",21.3386,35485,35485,PP
3,35525,"",21.3496,35485,35485,PP
4,35525,"",21.3657,35485,35485,PP
8,35525,"",21.3844,35485,35485,PP
8,35525,"",21.4024,35485,35485,PP
5,35525,"",21.4218,35485,35485,PP
7,35525,"",21.4488,35485,35485,PP
5,35525,"",21.4608,35485,35485,PP
2,35525,"",21.48,35485,35485,PP
2,35525,"",21.4913,35485,35485,PP
5,35525,"",21.5228,35485,35485,PP
2,35525,"",21.5329,35485,35485,PP
2,35525,"",21.5413,35485,35485,PP
3,35525,"",21.5487,35485,35485,PP
9,35525,"",21.5983,35485,35485,PP
7,35525,"",21.6196,35485,35485,PP
3,35525,"",21.6405,35485,35485,PP
4,35525,"",21.6503,35485,35485,PP
8,35525,"",21.6734,35485,35485,PP
8,35525,"",21.6915,35485,35485,PP
2,35525,"",21.703,35485,35485,PP
3,35525,"",21.7174,35485,35485,PP
6,35525,"",21.729,35485,35485,PP
3,35525,"",21.7389,35485,35485,PP
7,35525,"",21.753,35485,35485,PP
2,35525,"",21.7615,35485,35485,PP
8,35525,"",21.7934,35485,35485,PP
4,35525,"",21.8083,35485,35485,PP
5,35525,"",21.8253,35485,35485,PP
4,35525,"",21.8404,35485,35485,PP
7,35525,"",21.8614,35485,35485,PP
2,35525,"",21.867,35485,35485,PP
7,35525,"",21.8804,35485,35485,PP
3,35525,"",21.9002,35485,35485,PP
7,35525,"",21.9258,35485,35485,PP
3,35525,"",21.9329,35485,35485,PP
3,35525,"",21.9471,35485,35485,PP
6,35525,"",21.9666,35485,35485,PP
5,35525,"",21.9772,35485,35485,PP
4,35525,"",21.9992,35485,35485,PP
8,35525,"",22.0397,35485,35485,PP
5,35525,"",22.049,35485,35485,PP
3,35525,"",22.0613,35485,35485,PP
7,35525,"",22.0837,35485,35485,PP
2,35525,"",22.0907,35485,35485,PP
6,35525,"",22.1076,35485,35485,PP
6,35525,"",22.1244,35485,35485,PP
3,35525,"",22.1441,35485,35485,PP
8,35525,"",22.1651,35485,35485,PP
8,35525,"",22.1825,35485,35485,PP
6,35525,"",22.1994,35485,35485,PP
4,35525,"",22.2087,35485,35485,PP
8,35525,"",22.2303,35485,35485,PP
7,35525,"",22.2584,35485,35485,PP
3,35525,"",22.2651,35485,35485,PP
6,35525,"",22.2795,35485,35485,PP
2,35525,"",22.2874,35485,35485,PP
6,35525,"",22.2991,35485,35485,PP
3,35525,"",22.3287,35485,35485,PP
8,35525,"",22.3576,35485,35485,PP
7,35525,"",22.373,35485,35485,PP
6,35525,"",22.389,35485,35485,PP
7,35525,"",22.4115,35485,35485,PP
5,35525,"",22.4214,35485,35485,PP
2,35525,"",22.4274,35485,35485,PP
8,35525,"",22.4469,35485,35485,PP
7,35525,"",22.4681,35485,35485,PP
8,35525,"",22.4991,35485,35485,PP
2,35525,"",22.5076,35485,35485,PP
7,35525,"",22.5224,35485,35485,PP
5,35525,"",22.5531,35485,35485,PP
6,35525,"",22.5654,35485,35485,PP
5,35525,"",22.5866,35485,35485,PP
8,35525,"",22.6114,35485,35485,PP
2,35525,"",22.621,35485,35485,PP
4,35525,"",22.6388,35485,35485,PP
7,35525,"",22.6559,35485,35485,PP
2,35525,"",22.6642,35485,35485,PP
4,35525,"",22.6742,35485,35485,PP
4,35525,"",22.6857,35485,35485,PP
4,35525,"",22.6924,35485,35485,PP
3,35525,"",22.6996,35485,35485,PP
3,35525,"",22.7102,35485,35485,PP
4,35525,"",22.7279,35485,35485,PP
2,35525,"",22.7478,35485,35485,PP
4,35525,"",22.7605,35485,35485,PP
8,35525,"",22.7751,35485,35485,PP
4,35525,"",22.7822,35485,35485,PP
6,35525,"",22.7932,35485,35485,PP
3,35525,"",22.8081,35485,35485,PP
2,35525,"",22.8136,35485,35485,PP
5,35525,"",22.823,35485,35485,PP
4,35525,"",22.8341,35485,35485,PP
2,35525,"",22.8481,35485,35485,PP
6,35525,"",22.8797,35485,35485,PP
3,35525,"",22.8911,35485,35485,PP
5,35525,"",22.908,35485,35485,PP
4,35525,"",22.9246,35485,35485,PP
6,35525,"",22.9415,35485,35485,PP
3,35525,"",22.9517,35485,35485,PP
7,35525,"",22.9703,35485,35485,PP
8,35525,"",22.9909,35485,35485,PP
2,35525,"",23.0024,35485,35485,PP
2,35525,"",23.0109,35485,35485,PP
7,35525,"",23.0268,35485,35485,PP
7,35525,"",23.0432,35485,35485,PP
8,35525,"",23.0626,35485,35485,PP
3,35525,"",23.0902,35485,35485,PP
3,35525,"",23.106,35485,35485,PP
5,35525,"",23.1197,35485,35485,PP
7,35525,"",23.1319,35485,35485,PP
4,35525,"",23.141,35485,35485,PP
7,35525,"",23.1609,35485,35485,PP
2,35525,"",23.1691,35485,35485,PP
8,35525,"",23.1865,35485,35485,PP
8,35525,"",23.2055,35485,35485,PP
5,35525,"",23.2221,35485,35485,PP
3,35525,"",23.2332,35485,35485,PP
2,35525,"",23.2469,35485,35485,PP
2,35525,"",23.2523,35485,35485,PP
6,35525,"",23.2762,35485,35485,PP
4,35525,"",23.2889,35485,35485,PP
4,35525,"",23.3003,35485,35485,PP
6,35525,"",23.3325,35485,35485,PP
4,35525,"",23.3453,35485,35485,PP
3,35525,"",23.3566,35485,35485,PP
8,35525,"",23.3831,35485,35485,PP
4,35525,"",23.3902,35485,35485,PP
3,35525,"",23.3995,35485,35485,PP
5,35525,"",23.4076,35485,35485,PP
7,35525,"",23.4276,35485,35485,PP
6,35525,"",23.4515,35485,35485,PP
5,35525,"",23.466,35485,35485,PP
7,35525,"",23.4891,35485,35485,PP
2,35525,"",23.4944,35485,35485,PP
8,35525,"",23.5132,35485,35485,PP
2,35525,"",23.5219,35485,35485,PP
6,35525,"",23.5534,35485,35485,PP
6,35525,"",23.5678,35485,35485,PP
6,35525,"",23.5839,35485,35485,PP
3,35525,"",23.5918,35485,35485,PP
7,35525,"",23.6055,35485,35485,PP
2,35525,"",23.6128,35485,35485,PP
7,35525,"",23.6345,35485,35485,PP
2,35525,"",23.64,35485,35485,PP
3,35525,"",23.647,35485,35485,PP
4,35525,"",23.6564,35485,35485,PP
4,35525,"",23.6665,35485,35485,PP
3,35525,"",23.6805,35485,35485,PP
2,35525,"",23.686,35485,35485,PP
3,35525,"",23.6941,35485,35485,PP
7,35525,"",23.7149,35485,35485,PP
8,35525,"",23.7382,35485,35485,PP
3,35525,"",23.7504,35485,35485,PP
5,35525,"",23.7848,35485,35485,PP
3,35525,"",23.7947,35485,35485,PP
4,35525,"",23.8096,35485,35485,PP
4,35525,"",23.8266,35485,35485,PP
6,35525,"",23.8574,35485,35485,PP
8,35525,"",23.8791,35485,35485,PP
6,35525,"",23.8919,35485,35485,PP
6,35525,"",23.912,35485,35485,PP
4,35525,"",23.9358,35485,35485,PP
5,35525,"",23.9484,35485,35485,PP
7,35525,"",23.9601,35485,35485,PP
2,35525,"",23.9657,35485,35485,PP
3,35525,"",23.9775,35485,35485,PP
4,35525,"",23.9924,35485,35485,PP
2,35525,"",24.0065,35485,35485,PP
3,35525,"",24.0196,35485,35485,PP
4,35525,"",24.0301,35485,35485,PP
5,35525,"",24.0433,35485,35485,PP
3,35525,"",24.0536,35485,35485,PP
4,35525,"",24.072,35485,35485,PP
4,35525,"",24.0845,35485,35485,PP
8,35525,"",24.1131,35485,35485,PP
3,35525,"",24.1279,35485,35485,PP
8,35525,"",24.1459,35485,35485,PP
3,35525,"",24.1566,35485,35485,PP
3,35525,"",24.1787,35485,35485,PP
6,35525,"",24.1902,35485,35485,PP
7,35525,"",24.215,35485,35485,PP
4,35525,"",24.2305,35485,35485,PP
8,35525,"",24.2531,35485,35485,PP
3,35525,"",24.2667,35485,35485,PP
8,35525,"",24.2864,35485,35485,PP
5,35525,"",24.2995,35485,35485,PP
2,35525,"",24.308,35485,35485,PP
3,35525,"",24.3174,35485,35485,PP
2,35525,"",24.3229,35485,35485,PP
9,35525,"",24.3564,35485,35485,PP
9,35525,"",24.3766,35485,35485,PP
4,35525,"",24.3908,35485,35485,PP
7,35525,"",24.4112,35485,35485,PP
5,35525,"",24.4354,35485,35485,PP
8,35525,"",24.469,35485,35485,PP
5,35525,"",24.4839,35485,35485,PP
8,35525,"",24.5115,35485,35485,PP
6,35525,"",24.5241,35485,35485,PP
4,35525,"",24.5495,35485,35485,PP
6,35525,"",24.5632,35485,35485,PP
2,35525,"",24.5716,35485,35485,PP
4,35525,"",24.5779,35485,35485,PP
3,35525,"",24.5962,35485,35485,PP
3,35525,"",24.6024,35485,35485,PP
7,35525,"",24.6211,35485,35485,PP
4,35525,"",24.6363,35485,35485,PP
2,35525,"",24.6418,35485,35485,PP
3,35525,"",24.6585,35485,35485,PP
8,35525,"",24.6917,35485,35485,PP
6,35525,"",24.7098,35485,35485,PP
4,35525,"",24.7189,35485,35485,PP
4,35525,"",24.737,35485,35485,PP
7,35525,"",24.7538,35485,35485,PP
4,35525,"",24.7735,35485,35485,PP
4,35525,"",24.7921,35485,35485,PP
6,35525,"",24.8098,35485,35485,PP
5,35525,"",24.8291,35485,35485,PP
8,35525,"",24.8512,35485,35485,PP
5,35525,"",24.869,35485,35485,PP
5,35525,"",24.8779,35485,35485,PP
6,35525,"",24.8968,35485,35485,PP
3,35525,"",24.9086,35485,35485,PP
6,35525,"",24.9216,35485,35485,PP
4,35525,"",24.9451,35485,35485,PP
8,35525,"",24.9766,35485,35485,PP
5,35525,"",24.9908,35485,35485,PP
7,35525,"",25.0143,35485,35485,PP
3,35525,"",25.0244,35485,35485,PP
8,35525,"",25.0484,35485,35485,PP
8,35525,"",25.0612,35485,35485,PP
8,35525,"",25.078,35485,35485,PP
7,35525,"",25.0971,35485,35485,PP
4,35525,"",25.1085,35485,35485,PP
2,35525,"",25.1257,35485,35485,PP
6,35525,"",25.1428,35485,35485,PP
3,35525,"",25.1519,35485,35485,PP
5,35525,"",25.1737,35485,35485,PP
6,35525,"",25.1878,35485,35485,PP
9,35525,"",25.2196,35485,35485,PP
4,35525,"",25.2313,35485,35485,PP
4,35525,"",25.2441,35485,35485,PP
4,35525,"",25.2552,35485,35485,PP
8,35525,"",25.2839,35485,35485,PP
8,35525,"",25.3024,35485,35485,PP
5,35525,"",25.3133,35485,35485,PP
3,35525,"",25.3193,35485,35485,PP
7,35525,"",25.3394,35485,35485,PP
8,35525,"",25.3923,35485,35485,PP
2,35525,"",25.3972,35485,35485,PP
5,35525,"",25.4151,35485,35485,PP
4,35525,"",25.4319,35485,35485,PP
7,35525,"",25.4495,35485,35485,PP
2,35525,"",25.4578,35485,35485,PP
2,35525,"",25.4676,35485,35485,PP
5,35525,"",25.4802,35485,35485,PP
3,35525,"",25.4878,35485,35485,PP
6,35525,"",25.5042,35485,35485,PP
7,35525,"",25.5216,35485,35485,PP
8,35525,"",25.5373,35485,35485,PP
3,35525,"",25.5555,35485,35485,PP
2,35525,"",25.5612,35485,35485,PP
8,35525,"",25.5785,35485,35485,PP
4,35525,"",25.5897,35485,35485,PP
4,35525,"",25.599,35485,35485,PP
3,35525,"",25.6049,35485,35485,PP
5,35525,"",25.6221,35485,35485,PP
5,35525,"",25.637,35485,35485,PP
5,35525,"",25.6667,35485,35485,PP
3,35525,"",25.6761,35485,35485,PP
4,35525,"",25.6906,35485,35485,PP
3,35525,"",25.7042,35485,35485,PP
3,35525,"",25.7141,35485,35485,PP
4,35525,"",25.7227,35485,35485,PP
7,35525,"",25.7405,35485,35485,PP
8,35525,"",25.755,35485,35485,PP
8,35525,"",25.7818,35485,35485,PP
5,35525,"",25.7937,35485,35485,PP
4,35525,"",25.8068,35485,35485,PP
8,35525,"",25.8315,35485,35485,PP
5,35525,"",25.8471,35485,35485,PP
5,35525,"",25.8564,35485,35485,PP
5,35525,"",25.8755,35485,35485,PP
2,35525,"",25.8825,35485,35485,PP
5,35525,"",25.9127,35485,35485,PP
7,35525,"",25.9323,35485,35485,PP
3,35525,"",25.9396,35485,35485,PP
8,35525,"",25.9654,35485,35485,PP
3,35525,"",25.9775,35485,35485,PP
9,35525,"",26.0072,35485,35485,PP
3,35525,"",26.0131,35485,35485,PP
8,35525,"",26.0356,35485,35485,PP
5,35525,"",26.0527,35485,35485,PP
6,35525,"",26.0866,35485,35485,PP
3,35525,"",26.1087,35485,35485,PP
7,35525,"",26.1325,35485,35485,PP
4,35525,"",26.1452,35485,35485,PP
6,35525,"",26.1544,35485,35485,PP
7,35525,"",26.1679,35485,35485,PP
8,35525,"",26.1816,35485,35485,PP
5,35525,"",26.1953,35485,35485,PP
3,35525,"",26.2072,35485,35485,PP
2,35525,"",26.2185,35485,35485,PP
8,35525,"",26.2413,35485,35485,PP
4,35525,"",26.2601,35485,35485,PP
3,35525,"",26.2669,35485,35485,PP
4,35525,"",26.2755,35485,35485,PP
5,35525,"",26.2918,35485,35485,PP
8,35525,"",26.3111,35485,35485,PP
6,35525,"",26.3285,35485,35485,PP
8,35525,"",26.3416,35485,35485,PP
4,35525,"",26.3655,35485,35485,PP
4,35525,"",26.3764,35485,35485,PP
4,35525,"",26.3905,35485,35485,PP
8,35525,"",26.4179,35485,35485,PP
5,35525,"",26.4343,35485,35485,PP
4,35525,"",26.4455,35485,35485,PP
5,35525,"",26.4544,35485,35485,PP
4,35525,"",26.4832,35485,35485,PP
4,35525,"",26.4964,35485,35485,PP
3,35525,"",26.5065,35485,35485,PP
2,35525,"",26.5175,35485,35485,PP
3,35525,"",26.5339,35485,35485,PP
2,35525,"",26.5387,35485,35485,PP
4,35525,"",26.5485,35485,35485,PP
5,35525,"",26.5603,35485,35485,PP
4,35525,"",26.5832,35485,35485,PP
3,35525,"",26.5894,35485,35485,PP
2,35525,"",26.6005,35485,35485,PP
2,35525,"",26.6131,35485,35485,PP
5,35525,"",26.6329,35485,35485,PP
3,35525,"",26.6442,35485,35485,PP
3,35525,"",26.651,35485,35485,PP
2,35525,"",26.6646,35485,35485,PP
3,35525,"",26.6741,35485,35485,PP
2,35525,"",26.6796,35485,35485,PP
4,35525,"",26.7018,35485,35485,PP
4,35525,"",26.7182,35485,35485,PP
6,35525,"",26.7445,35485,35485,PP
2,35525,"",26.7707,35485,35485,PP
8,35525,"",26.7893,35485,35485,PP
5,35525,"",26.8015,35485,35485,PP
7,35525,"",26.8169,35485,35485,PP
2,35525,"",26.8272,35485,35485,PP
4,35525,"",26.8545,35485,35485,PP
7,35525,"",26.8868,35485,35485,PP
2,35525,"",26.8995,35485,35485,PP
8,35525,"",26.9236,35485,35485,PP
3,35525,"",26.9383,35485,35485,PP
2,35525,"",26.9437,35485,35485,PP
4,35525,"",26.9536,35485,35485,PP
5,35525,"",26.9726,35485,35485,PP
6,35525,"",26.9899,35485,35485,PP
3,35525,"",27.0003,35485,35485,PP
4,35525,"",27.0154,35485,35485,PP
4,35525,"",27.0277,35485,35485,PP
4,35525,"",27.0464,35485,35485,PP
5,35525,"",27.0717,35485,35485,PP
5,35525,"",27.0796,35485,35485,PP
5,35525,"",27.0935,35485,35485,PP
2,35525,"",27.1095,35485,35485,PP
8,35525,"",27.1288,35485,35485,PP
7,35525,"",27.1392,35485,35485,PP
8,35525,"",27.1576,35485,35485,PP
6,35525,"",27.177,35485,35485,PP
8,35525,"",27.1974,35485,35485,PP
2,35525,"",27.2061,35485,35485,PP
2,35525,"",27.2142,35485,35485,PP
5,35525,"",27.2305,35485,35485,PP
3,35525,"",27.2414,35485,35485,PP
3,35525,"",27.2603,35485,35485,PP
4,35525,"",27.2685,35485,35485,PP
3,35525,"",27.2797,35485,35485,PP
3,35525,"",27.2874,35485,35485,PP
6,35525,"",27.3141,35485,35485,PP
5,35525,"",27.3267,35485,35485,PP
5,35525,"",27.342,35485,35485,PP
3,35525,"",27.3553,35485,35485,PP
2,35525,"",27.362,35485,35485,PP
5,35525,"",27.3739,35485,35485,PP
6,35525,"",27.4048,35485,35485,PP
8,35525,"",27.424,35485,35485,PP
3,35525,"",27.4449,35485,35485,PP
2,35525,"",27.4508,35485,35485,PP
3,35525,"",27.4578,35485,35485,PP
7,35525,"",27.471,35485,35485,PP
4,35525,"",27.4819,35485,35485,PP
5,35525,"",27.4909,35485,35485,PP
4,35525,"",27.5037,35485,35485,PP
7,35525,"",27.5274,35485,35485,PP
4,35525,"",27.5506,35485,35485,PP
8,35525,"",27.5658,35485,35485,PP
5,35525,"",27.577,35485,35485,PP
7,35525,"",27.5965,35485,35485,PP
6,35525,"",27.6091,35485,35485,PP
6,35525,"",27.6322,35485,35485,PP
2,35525,"",27.637,35485,35485,PP
5,35525,"",27.6504,35485,35485,PP
6,35525,"",27.6684,35485,35485,PP
6,35525,"",27.6865,35485,35485,PP
4,35525,"",27.694,35485,35485,PP
4,35525,"",27.7094,35485,35485,PP
5,35525,"",27.7231,35485,35485,PP
8,35525,"",27.7408,35485,35485,PP
7,35525,"",27.7698,35485,35485,PP
8,35525,"",27.8025,35485,35485,PP
5,35525,"",27.8135,35485,35485,PP
3,35525,"",27.8203,35485,35485,PP
7,35525,"",27.8442,35485,35485,PP
8,35525,"",27.8732,35485,35485,PP
3,35525,"",27.8802,35485,35485,PP
5,35525,"",27.8919,35485,35485,PP
4,35525,"",27.8999,35485,35485,PP
6,35525,"",27.9116,35485,35485,PP
6,35525,"",27.9253,35485,35485,PP
5,35525,"",27.9389,35485,35485,PP
5,35525,"",27.9513,35485,35485,PP
8,35525,"",27.9738,35485,35485,PP
4,35525,"",27.9848,35485,35485,PP
7,35525,"",28.0072,35485,35485,PP
3,35525,"",28.0223,35485,35485,PP
8,35525,"",28.0431,35485,35485,PP
4,35525,"",28.0559,35485,35485,PP
6,35525,"",28.0793,35485,35485,PP
7,35525,"",28.0895,35485,35485,PP
3,35525,"",28.0949,35485,35485,PP
2,35525,"",28.0996,35485,35485,PP
8,35525,"",28.1153,35485,35485,PP
7,35525,"",28.1314,35485,35485,PP
3,35525,"",28.143,35485,35485,PP
4,35525,"",28.1503,35485,35485,PP
5,35525,"",28.1693,35485,35485,PP
7,35525,"",28.1965,35485,35485,PP
8,35525,"",28.2106,35485,35485,PP
4,35525,"",28.2252,35485,35485,PP
6,35525,"",28.2406,35485,35485,PP
3,35525,"",28.2531,35485,35485,PP
9,35525,"",28.2849,35485,35485,PP
8,35525,"",28.3107,35485,35485,PP
7,35525,"",28.326,35485,35485,PP
4,35525,"",28.3509,35485,35485,PP
2,35525,"",28.365,35485,35485,PP
5,35525,"",28.3982,35485,35485,PP
2,35525,"",28.4091,35485,35485,PP
5,35525,"",28.4213,35485,35485,PP
6,35525,"",28.4422,35485,35485,PP
4,35525,"",28.4517,35485,35485,PP
3,35525,"",28.4673,35485,35485,PP
2,35525,"",28.4756,35485,35485,PP
4,35525,"",28.489,35485,35485,PP
6,35525,"",28.5118,35485,35485,PP
4,35525,"",28.5277,35485,35485,PP
5,35525,"",28.5391,35485,35485,PP
5,35525,"",28.5516,35485,35485,PP
5,35525,"",28.5645,35485,35485,PP
2,35525,"",28.572,35485,35485,PP
8,35525,"",28.589,35485,35485,PP
8,35525,"",28.6255,35485,35485,PP
3,35525,"",28.6339,35485,35485,PP
5,35525,"",28.6521,35485,35485,PP
4,35525,"",28.6699,35485,35485,PP
5,35525,"",28.6852,35485,35485,PP
7,35525,"",28.7004,35485,35485,PP
7,35525,"",28.7224,35485,35485,PP
2,35525,"",28.7278,35485,35485,PP
4,35525,"",28.7398,35485,35485,PP
8,35525,"",28.7631,35485,35485,PP
4,35525,"",28.7731,35485,35485,PP
4,35525,"",28.7831,35485,35485,PP
4,35525,"",28.7938,35485,35485,PP
6,35525,"",28.8111,35485,35485,PP
4,35525,"",28.8238,35485,35485,PP
5,35525,"",28.8392,35485,35485,PP
5,35525,"",28.8622,35485,35485,PP
6,35525,"",28.8766,35485,35485,PP
8,35525,"",28.8897,35485,35485,PP
8,35525,"",28.9158,35485,35485,PP
7,35525,"",28.9278,35485,35485,PP
3,35525,"",28.9504,35485,35485,PP
3,35525,"",28.9699,35485,35485,PP
7,35525,"",28.9858,35485,35485,PP
6,35525,"",29.0028,35485,35485,PP
3,35525,"",29.0112,35485,35485,PP
4,35525,"",29.0271,35485,35485,PP
5,35525,"",29.0347,35485,35485,PP
2,35525,"",29.0394,35485,35485,PP
4,35525,"",29.0544,35485,35485,PP
7,35525,"",29.069,35485,35485,PP
3,35525,"",29.0783,35485,35485,PP
6,35525,"",29.088,35485,35485,PP
6,35525,"",29.1002,35485,35485,PP
5,35525,"",29.1273,35485,35485,PP
2,35525,"",29.1391,35485,35485,PP
9,35525,"",29.1593,35485,35485,PP
3,35525,"",29.1677,35485,35485,PP
2,35525,"",29.174,35485,35485,PP
9,35525,"",29.1966,35485,35485,PP
7,35525,"",29.2123,35485,35485,PP
3,35525,"",29.2177,35485,35485,PP
5,35525,"",29.2352,35485,35485,PP
6,35525,"",29.2555,35485,35485,PP
3,35525,"",29.2624,35485,35485,PP
5,35525,"",29.2811,35485,35485,PP
5,35525,"",29.2933,35485,35485,PP
