num of agents,sum of costs,weights,runtime,cost lowerbound,sum of distances,MAPF algorithm
2,35526,"",8.36494,35485,35485,PP
6,35526,"",8.38189,35485,35485,PP
3,35526,"",8.39008,35485,35485,PP
2,35526,"",8.4023,35485,35485,PP
6,35526,"",8.41583,35485,35485,PP
3,35526,"",8.43521,35485,35485,PP
3,35526,"",8.45724,35485,35485,PP
2,35526,"",8.4646,35485,35485,PP
2,35526,"",8.4759,35485,35485,PP
7,35526,"",8.49754,35485,35485,PP
2,35526,"",8.50681,35485,35485,PP
7,35526,"",8.51932,35485,35485,PP
4,35526,"",8.52667,35485,35485,PP
3,35526,"",8.532,35485,35485,PP
6,35526,"",8.54242,35485,35485,PP
3,35526,"",8.5523,35485,35485,PP
4,35526,"",8.57273,35485,35485,PP
2,35526,"",8.57944,35485,35485,PP
5,35526,"",8.59679,35485,35485,PP
4,35526,"",8.60504,35485,35485,PP
4,35526,"",8.61865,35485,35485,PP
6,35526,"",8.64635,35485,35485,PP
6,35526,"",8.66538,35485,35485,PP
6,35526,"",8.68113,35485,35485,PP
2,35526,"",8.68942,35485,35485,PP
2,35526,"",8.6977,35485,35485,PP
3,35526,"",8.71146,35485,35485,PP
3,35526,"",8.71686,35485,35485,PP
5,35526,"",8.7338,35485,35485,PP
8,35526,"",8.74698,35485,35485,PP
6,35526,"",8.76102,35485,35485,PP
3,35526,"",8.78006,35485,35485,PP
4,35526,"",8.80019,35485,35485,PP
8,35526,"",8.81211,35485,35485,PP
5,35526,"",8.8303,35485,35485,PP
8,35526,"",8.85394,35485,35485,PP
5,35526,"",8.87145,35485,35485,PP
2,35526,"",8.87683,35485,35485,PP
4,35526,"",8.88781,35485,35485,PP
9,35526,"",8.91322,35485,35485,PP
7,35526,"",8.93443,35485,35485,PP
6,35526,"",8.94832,35485,35485,PP
7,35526,"",8.96224,35485,35485,PP
3,35526,"",8.97733,35485,35485,PP
4,35526,"",8.9881,35485,35485,PP
5,35526,"",9.00328,35485,35485,PP
4,35526,"",9.02624,35485,35485,PP
4,35526,"",9.03717,35485,35485,PP
2,35526,"",9.04182,35485,35485,PP
3,35526,"",9.06226,35485,35485,PP
2,35526,"",9.07353,35485,35485,PP
7,35526,"",9.10093,35485,35485,PP
2,35526,"",9.1095,35485,35485,PP
8,35526,"",9.13404,35485,35485,PP
3,35526,"",9.14012,35485,35485,PP
8,35526,"",9.16107,35485,35485,PP
4,35526,"",9.17267,35485,35485,PP
5,35526,"",9.19878,35485,35485,PP
4,35526,"",9.20894,35485,35485,PP
3,35526,"",9.22039,35485,35485,PP
5,35526,"",9.22939,35485,35485,PP
8,35526,"",9.25521,35485,35485,PP
4,35526,"",9.26319,35485,35485,PP
6,35526,"",9.27264,35485,35485,PP
4,35526,"",9.28433,35485,35485,PP
6,35526,"",9.3105,35485,35485,PP
4,35526,"",9.32178,35485,35485,PP
8,35526,"",9.33633,35485,35485,PP
8,35526,"",9.35518,35485,35485,PP
8,35526,"",9.37148,35485,35485,PP
3,35526,"",9.38033,35485,35485,PP
6,35526,"",9.39001,35485,35485,PP
8,35526,"",9.41266,35485,35485,PP
3,35526,"",9.41952,35485,35485,PP
8,35526,"",9.45028,35485,35485,PP
4,35526,"",9.46068,35485,35485,PP
6,35526,"",9.48059,35485,35485,PP
8,35526,"",9.49777,35485,35485,PP
8,35526,"",9.51579,35485,35485,PP
5,35526,"",9.53975,35485,35485,PP
8,35526,"",9.56289,35485,35485,PP
5,35526,"",9.57441,35485,35485,PP
6,35526,"",9.58387,35485,35485,PP
3,35526,"",9.59457,35485,35485,PP
4,35526,"",9.60885,35485,35485,PP
8,35526,"",9.63087,35485,35485,PP
5,35526,"",9.6422,35485,35485,PP
6,35526,"",9.65535,35485,35485,PP
8,35526,"",9.67043,35485,35485,PP
2,35526,"",9.67502,35485,35485,PP
5,35526,"",9.6936,35485,35485,PP
3,35526,"",9.70551,35485,35485,PP
5,35526,"",9.71644,35485,35485,PP
5,35526,"",9.73342,35485,35485,PP
3,35526,"",9.74405,35485,35485,PP
4,35526,"",9.76292,35485,35485,PP
6,35526,"",9.78791,35485,35485,PP
8,35526,"",9.79987,35485,35485,PP
8,35526,"",9.82116,35485,35485,PP
8,35526,"",9.84626,35485,35485,PP
8,35526,"",9.85783,35485,35485,PP
5,35526,"",9.88068,35485,35485,PP
8,35526,"",9.89988,35485,35485,PP
5,35526,"",9.91798,35485,35485,PP
3,35526,"",9.92825,35485,35485,PP
4,35526,"",9.94541,35485,35485,PP
7,35526,"",9.96862,35485,35485,PP
5,35526,"",9.98379,35485,35485,PP
2,35526,"",9.98846,35485,35485,PP
2,35526,"",9.99296,35485,35485,PP
2,35526,"",9.99941,35485,35485,PP
2,35526,"",10.007,35485,35485,PP
7,35526,"",10.0252,35485,35485,PP
5,35526,"",10.0338,35485,35485,PP
5,35526,"",10.0424,35485,35485,PP
4,35526,"",10.066,35485,35485,PP
3,35526,"",10.0732,35485,35485,PP
4,35526,"",10.0846,35485,35485,PP
5,35526,"",10.0962,35485,35485,PP
5,35526,"",10.1064,35485,35485,PP
2,35526,"",10.1112,35485,35485,PP
4,35526,"",10.1282,35485,35485,PP
5,35526,"",10.1371,35485,35485,PP
8,35526,"",10.1686,35485,35485,PP
5,35526,"",10.1801,35485,35485,PP
2,35526,"",10.2038,35485,35485,PP
4,35526,"",10.2113,35485,35485,PP
8,35526,"",10.2217,35485,35485,PP
4,35526,"",10.23,35485,35485,PP
7,35526,"",10.2458,35485,35485,PP
5,35526,"",10.2577,35485,35485,PP
6,35526,"",10.2719,35485,35485,PP
5,35526,"",10.28,35485,35485,PP
3,35526,"",10.2996,35485,35485,PP
3,35526,"",10.32,35485,35485,PP
5,35526,"",10.3313,35485,35485,PP
4,35526,"",10.3405,35485,35485,PP
8,35526,"",10.3638,35485,35485,PP
5,35526,"",10.3767,35485,35485,PP
8,35526,"",10.3928,35485,35485,PP
3,35526,"",10.4021,35485,35485,PP
3,35526,"",10.4104,35485,35485,PP
8,35526,"",10.4467,35485,35485,PP
2,35526,"",10.4708,35485,35485,PP
6,35526,"",10.4887,35485,35485,PP
8,35526,"",10.5047,35485,35485,PP
2,35526,"",10.5101,35485,35485,PP
6,35526,"",10.5194,35485,35485,PP
4,35526,"",10.5313,35485,35485,PP
3,35526,"",10.5374,35485,35485,PP
6,35526,"",10.5543,35485,35485,PP
5,35526,"",10.5655,35485,35485,PP
5,35526,"",10.5939,35485,35485,PP
8,35526,"",10.6067,35485,35485,PP
2,35526,"",10.6188,35485,35485,PP
2,35526,"",10.6232,35485,35485,PP
4,35526,"",10.6335,35485,35485,PP
4,35526,"",10.658,35485,35485,PP
3,35526,"",10.6642,35485,35485,PP
5,35526,"",10.6731,35485,35485,PP
5,35526,"",10.7004,35485,35485,PP
4,35526,"",10.7088,35485,35485,PP
6,35526,"",10.7239,35485,35485,PP
5,35526,"",10.7412,35485,35485,PP
3,35526,"",10.7496,35485,35485,PP
6,35526,"",10.7688,35485,35485,PP
5,35526,"",10.7807,35485,35485,PP
2,35526,"",10.7854,35485,35485,PP
5,35526,"",10.8042,35485,35485,PP
4,35526,"",10.8138,35485,35485,PP
5,35526,"",10.8276,35485,35485,PP
5,35526,"",10.8353,35485,35485,PP
3,35526,"",10.8456,35485,35485,PP
5,35526,"",10.8624,35485,35485,PP
5,35526,"",10.8714,35485,35485,PP
5,35526,"",10.8891,35485,35485,PP
8,35526,"",10.9082,35485,35485,PP
5,35526,"",10.9214,35485,35485,PP
4,35526,"",10.9309,35485,35485,PP
4,35526,"",10.9416,35485,35485,PP
6,35526,"",10.9545,35485,35485,PP
3,35526,"",10.9605,35485,35485,PP
7,35526,"",10.9857,35485,35485,PP
8,35526,"",11.0026,35485,35485,PP
8,35526,"",11.027,35485,35485,PP
8,35526,"",11.0447,35485,35485,PP
5,35526,"",11.0584,35485,35485,PP
8,35526,"",11.0881,35485,35485,PP
5,35526,"",11.0959,35485,35485,PP
2,35526,"",11.1069,35485,35485,PP
2,35526,"",11.1266,35485,35485,PP
7,35526,"",11.1384,35485,35485,PP
4,35526,"",11.1495,35485,35485,PP
3,35526,"",11.1623,35485,35485,PP
4,35526,"",11.1765,35485,35485,PP
4,35526,"",11.1889,35485,35485,PP
5,35526,"",11.2067,35485,35485,PP
8,35526,"",11.2344,35485,35485,PP
4,35526,"",11.2511,35485,35485,PP
4,35526,"",11.2627,35485,35485,PP
5,35526,"",11.2799,35485,35485,PP
6,35526,"",11.3022,35485,35485,PP
5,35526,"",11.314,35485,35485,PP
2,35526,"",11.3195,35485,35485,PP
5,35526,"",11.34,35485,35485,PP
4,35526,"",11.3488,35485,35485,PP
6,35526,"",11.3633,35485,35485,PP
3,35526,"",11.3702,35485,35485,PP
2,35526,"",11.3816,35485,35485,PP
6,35526,"",11.3965,35485,35485,PP
2,35526,"",11.4009,35485,35485,PP
5,35526,"",11.4129,35485,35485,PP
3,35526,"",11.418,35485,35485,PP
3,35526,"",11.4286,35485,35485,PP
4,35526,"",11.4428,35485,35485,PP
3,35526,"",11.4509,35485,35485,PP
7,35526,"",11.4669,35485,35485,PP
4,35526,"",11.4742,35485,35485,PP
6,35526,"",11.4931,35485,35485,PP
4,35526,"",11.5054,35485,35485,PP
5,35526,"",11.5275,35485,35485,PP
8,35526,"",11.5426,35485,35485,PP
5,35526,"",11.5547,35485,35485,PP
6,35526,"",11.5686,35485,35485,PP
4,35526,"",11.5886,35485,35485,PP
5,35526,"",11.6018,35485,35485,PP
3,35526,"",11.6079,35485,35485,PP
2,35526,"",11.626,35485,35485,PP
7,35526,"",11.6445,35485,35485,PP
3,35526,"",11.6514,35485,35485,PP
6,35526,"",11.6729,35485,35485,PP
8,35526,"",11.6928,35485,35485,PP
3,35526,"",11.722,35485,35485,PP
9,35526,"",11.7516,35485,35485,PP
4,35526,"",11.7627,35485,35485,PP
7,35526,"",11.7788,35485,35485,PP
2,35526,"",11.7842,35485,35485,PP
2,35526,"",11.795,35485,35485,PP
6,35526,"",11.821,35485,35485,PP
4,35526,"",11.835,35485,35485,PP
5,35526,"",11.852,35485,35485,PP
4,35526,"",11.8678,35485,35485,PP
4,35526,"",11.879,35485,35485,PP
2,35526,"",11.8954,35485,35485,PP
5,35526,"",11.9186,35485,35485,PP
3,35526,"",11.9298,35485,35485,PP
5,35526,"",11.9422,35485,35485,PP
3,35526,"",11.9505,35485,35485,PP
3,35526,"",11.966,35485,35485,PP
7,35526,"",11.9868,35485,35485,PP
5,35526,"",12.0001,35485,35485,PP
8,35526,"",12.0256,35485,35485,PP
6,35526,"",12.0379,35485,35485,PP
3,35526,"",12.0463,35485,35485,PP
6,35526,"",12.0662,35485,35485,PP
4,35526,"",12.0794,35485,35485,PP
3,35526,"",12.0878,35485,35485,PP
8,35526,"",12.0981,35485,35485,PP
3,35526,"",12.115,35485,35485,PP
2,35525,"",12.1203,35485,35485,PP
4,35525,"",12.1283,35485,35485,PP
5,35525,"",12.1471,35485,35485,PP
7,35525,"",12.1608,35485,35485,PP
3,35525,"",12.1674,35485,35485,PP
7,35525,"",12.1846,35485,35485,PP
2,35525,"",12.1901,35485,35485,PP
5,35525,"",12.2153,35485,35485,PP
3,35525,"",12.2347,35485,35485,PP
4,35525,"",12.2429,35485,35485,PP
4,35525,"",12.2511,35485,35485,PP
4,35525,"",12.2666,35485,35485,PP
3,35525,"",12.29,35485,35485,PP
2,35525,"",12.2965,35485,35485,PP
5,35525,"",12.306,35485,35485,PP
6,35525,"",12.3244,35485,35485,PP
6,35525,"",12.357,35485,35485,PP
3,35525,"",12.3649,35485,35485,PP
3,35525,"",12.3767,35485,35485,PP
8,35525,"",12.4064,35485,35485,PP
6,35525,"",12.4284,35485,35485,PP
7,35525,"",12.4635,35485,35485,PP
5,35525,"",12.4738,35485,35485,PP
3,35525,"",12.4893,35485,35485,PP
3,35525,"",12.4953,35485,35485,PP
7,35525,"",12.5188,35485,35485,PP
4,35525,"",12.5274,35485,35485,PP
4,35525,"",12.5428,35485,35485,PP
8,35525,"",12.5638,35485,35485,PP
7,35525,"",12.583,35485,35485,PP
5,35525,"",12.6161,35485,35485,PP
2,35525,"",12.6242,35485,35485,PP
4,35525,"",12.6375,35485,35485,PP
5,35525,"",12.6529,35485,35485,PP
8,35525,"",12.6833,35485,35485,PP
4,35525,"",12.693,35485,35485,PP
3,35525,"",12.7043,35485,35485,PP
8,35525,"",12.7208,35485,35485,PP
7,35525,"",12.7344,35485,35485,PP
6,35525,"",12.7519,35485,35485,PP
6,35525,"",12.7758,35485,35485,PP
5,35525,"",12.7909,35485,35485,PP
7,35525,"",12.8082,35485,35485,PP
7,35525,"",12.8299,35485,35485,PP
4,35525,"",12.8441,35485,35485,PP
3,35525,"",12.8517,35485,35485,PP
7,35525,"",12.8655,35485,35485,PP
6,35525,"",12.8796,35485,35485,PP
2,35525,"",12.891,35485,35485,PP
2,35525,"",12.8963,35485,35485,PP
3,35525,"",12.9069,35485,35485,PP
4,35525,"",12.9183,35485,35485,PP
8,35525,"",12.9334,35485,35485,PP
7,35525,"",12.9561,35485,35485,PP
4,35525,"",12.9845,35485,35485,PP
7,35525,"",13.0092,35485,35485,PP
5,35525,"",13.023,35485,35485,PP
5,35525,"",13.0427,35485,35485,PP
8,35525,"",13.0631,35485,35485,PP
4,35525,"",13.0768,35485,35485,PP
3,35525,"",13.087,35485,35485,PP
8,35525,"",13.1031,35485,35485,PP
4,35525,"",13.1178,35485,35485,PP
8,35525,"",13.1344,35485,35485,PP
4,35525,"",13.1493,35485,35485,PP
7,35525,"",13.1629,35485,35485,PP
3,35525,"",13.1707,35485,35485,PP
7,35525,"",13.1931,35485,35485,PP
5,35525,"",13.2067,35485,35485,PP
7,35525,"",13.2194,35485,35485,PP
6,35525,"",13.2365,35485,35485,PP
3,35525,"",13.2554,35485,35485,PP
6,35525,"",13.2767,35485,35485,PP
7,35525,"",13.3018,35485,35485,PP
2,35525,"",13.3076,35485,35485,PP
3,35525,"",13.3222,35485,35485,PP
8,35525,"",13.3397,35485,35485,PP
8,35525,"",13.3559,35485,35485,PP
4,35525,"",13.3647,35485,35485,PP
4,35525,"",13.3998,35485,35485,PP
4,35525,"",13.4189,35485,35485,PP
5,35525,"",13.4288,35485,35485,PP
9,35525,"",13.4625,35485,35485,PP
7,35525,"",13.4823,35485,35485,PP
6,35525,"",13.5101,35485,35485,PP
5,35525,"",13.5264,35485,35485,PP
4,35525,"",13.535,35485,35485,PP
8,35525,"",13.554,35485,35485,PP
4,35525,"",13.5704,35485,35485,PP
3,35525,"",13.5914,35485,35485,PP
2,35525,"",13.6185,35485,35485,PP
3,35525,"",13.6254,35485,35485,PP
8,35525,"",13.6555,35485,35485,PP
5,35525,"",13.6769,35485,35485,PP
6,35525,"",13.6897,35485,35485,PP
9,35525,"",13.7197,35485,35485,PP
3,35525,"",13.7285,35485,35485,PP
8,35525,"",13.7498,35485,35485,PP
2,35525,"",13.7611,35485,35485,PP
5,35525,"",13.7761,35485,35485,PP
9,35525,"",13.8053,35485,35485,PP
6,35525,"",13.832,35485,35485,PP
8,35525,"",13.8614,35485,35485,PP
3,35525,"",13.8705,35485,35485,PP
2,35525,"",13.8763,35485,35485,PP
6,35525,"",13.8935,35485,35485,PP
5,35525,"",13.9092,35485,35485,PP
5,35525,"",13.9185,35485,35485,PP
5,35525,"",13.9264,35485,35485,PP
5,35525,"",13.9474,35485,35485,PP
4,35525,"",13.9571,35485,35485,PP
5,35525,"",13.9693,35485,35485,PP
4,35525,"",13.9803,35485,35485,PP
8,35525,"",14.0005,35485,35485,PP
7,35525,"",14.0187,35485,35485,PP
4,35525,"",14.0335,35485,35485,PP
4,35525,"",14.052,35485,35485,PP
4,35525,"",14.0628,35485,35485,PP
4,35525,"",14.0976,35485,35485,PP
5,35525,"",14.116,35485,35485,PP
5,35525,"",14.1283,35485,35485,PP
4,35525,"",14.138,35485,35485,PP
7,35525,"",14.1711,35485,35485,PP
4,35525,"",14.19,35485,35485,PP
3,35525,"",14.1989,35485,35485,PP
8,35525,"",14.2239,35485,35485,PP
5,35525,"",14.2419,35485,35485,PP
8,35525,"",14.2623,35485,35485,PP
5,35525,"",14.287,35485,35485,PP
5,35525,"",14.3123,35485,35485,PP
3,35525,"",14.3279,35485,35485,PP
6,35525,"",14.3389,35485,35485,PP
6,35525,"",14.352,35485,35485,PP
5,35525,"",14.3686,35485,35485,PP
7,35525,"",14.3915,35485,35485,PP
3,35525,"",14.4134,35485,35485,PP
6,35525,"",14.4318,35485,35485,PP
3,35525,"",14.4388,35485,35485,PP
8,35525,"",14.4544,35485,35485,PP
7,35525,"",14.4715,35485,35485,PP
2,35525,"",14.477,35485,35485,PP
8,35525,"",14.4978,35485,35485,PP
6,35525,"",14.5088,35485,35485,PP
8,35525,"",14.5335,35485,35485,PP
4,35525,"",14.5465,35485,35485,PP
5,35525,"",14.5583,35485,35485,PP
3,35525,"",14.5701,35485,35485,PP
8,35525,"",14.5989,35485,35485,PP
3,35525,"",14.611,35485,35485,PP
8,35525,"",14.6294,35485,35485,PP
8,35525,"",14.666,35485,35485,PP
9,35525,"",14.6899,35485,35485,PP
7,35525,"",14.7122,35485,35485,PP
3,35525,"",14.7294,35485,35485,PP
4,35525,"",14.7425,35485,35485,PP
4,35525,"",14.7508,35485,35485,PP
5,35525,"",14.7595,35485,35485,PP
3,35525,"",14.7796,35485,35485,PP
4,35525,"",14.7914,35485,35485,PP
8,35525,"",14.8128,35485,35485,PP
4,35525,"",14.8288,35485,35485,PP
2,35525,"",14.8369,35485,35485,PP
5,35525,"",14.8619,35485,35485,PP
4,35525,"",14.8735,35485,35485,PP
2,35525,"",14.8873,35485,35485,PP
4,35525,"",14.9089,35485,35485,PP
3,35525,"",14.9246,35485,35485,PP
6,35525,"",14.9374,35485,35485,PP
4,35525,"",14.9515,35485,35485,PP
4,35525,"",14.967,35485,35485,PP
2,35525,"",14.9836,35485,35485,PP
2,35525,"",14.992,35485,35485,PP
8,35525,"",15.0072,35485,35485,PP
8,35525,"",15.0267,35485,35485,PP
6,35525,"",15.0546,35485,35485,PP
5,35525,"",15.0636,35485,35485,PP
4,35525,"",15.0783,35485,35485,PP
5,35525,"",15.087,35485,35485,PP
8,35525,"",15.1152,35485,35485,PP
9,35525,"",15.1374,35485,35485,PP
2,35525,"",15.1487,35485,35485,PP
8,35525,"",15.1632,35485,35485,PP
3,35525,"",15.1698,35485,35485,PP
3,35525,"",15.1772,35485,35485,PP
2,35525,"",15.1945,35485,35485,PP
3,35525,"",15.2034,35485,35485,PP
5,35525,"",15.224,35485,35485,PP
3,35525,"",15.2358,35485,35485,PP
4,35525,"",15.2493,35485,35485,PP
5,35525,"",15.2681,35485,35485,PP
3,35525,"",15.2803,35485,35485,PP
3,35525,"",15.3007,35485,35485,PP
7,35525,"",15.3197,35485,35485,PP
4,35525,"",15.3332,35485,35485,PP
2,35525,"",15.3444,35485,35485,PP
9,35525,"",15.3699,35485,35485,PP
4,35525,"",15.3794,35485,35485,PP
8,35525,"",15.3977,35485,35485,PP
5,35525,"",15.429,35485,35485,PP
2,35525,"",15.4514,35485,35485,PP
4,35525,"",15.4714,35485,35485,PP
7,35525,"",15.4943,35485,35485,PP
2,35525,"",15.4997,35485,35485,PP
3,35525,"",15.5061,35485,35485,PP
5,35525,"",15.5147,35485,35485,PP
7,35525,"",15.5341,35485,35485,PP
2,35525,"",15.5434,35485,35485,PP
4,35525,"",15.5568,35485,35485,PP
4,35525,"",15.5762,35485,35485,PP
4,35525,"",15.5971,35485,35485,PP
3,35525,"",15.605,35485,35485,PP
4,35525,"",15.6293,35485,35485,PP
3,35525,"",15.6362,35485,35485,PP
3,35525,"",15.643,35485,35485,PP
3,35525,"",15.6603,35485,35485,PP
7,35525,"",15.6813,35485,35485,PP
5,35525,"",15.6954,35485,35485,PP
3,35525,"",15.718,35485,35485,PP
6,35525,"",15.7374,35485,35485,PP
3,35525,"",15.7611,35485,35485,PP
3,35525,"",15.7828,35485,35485,PP
4,35525,"",15.7909,35485,35485,PP
5,35525,"",15.8004,35485,35485,PP
4,35525,"",15.8161,35485,35485,PP
2,35525,"",15.8276,35485,35485,PP
8,35525,"",15.8485,35485,35485,PP
2,35525,"",15.8595,35485,35485,PP
6,35525,"",15.8805,35485,35485,PP
7,35525,"",15.9134,35485,35485,PP
6,35525,"",15.938,35485,35485,PP
8,35525,"",15.9702,35485,35485,PP
8,35525,"",15.9851,35485,35485,PP
5,35525,"",15.9977,35485,35485,PP
3,35525,"",16.0138,35485,35485,PP
5,35525,"",16.0332,35485,35485,PP
6,35525,"",16.0474,35485,35485,PP
6,35525,"",16.0666,35485,35485,PP
4,35525,"",16.0798,35485,35485,PP
3,35525,"",16.0894,35485,35485,PP
2,35525,"",16.0953,35485,35485,PP
7,35525,"",16.1114,35485,35485,PP
3,35525,"",16.12,35485,35485,PP
4,35525,"",16.1279,35485,35485,PP
5,35525,"",16.1638,35485,35485,PP
3,35525,"",16.1711,35485,35485,PP
3,35525,"",16.1882,35485,35485,PP
3,35525,"",16.2104,35485,35485,PP
8,35525,"",16.23,35485,35485,PP
2,35525,"",16.2507,35485,35485,PP
8,35525,"",16.2809,35485,35485,PP
8,35525,"",16.3108,35485,35485,PP
5,35525,"",16.3245,35485,35485,PP
4,35525,"",16.334,35485,35485,PP
4,35525,"",16.3449,35485,35485,PP
3,35525,"",16.3521,35485,35485,PP
5,35525,"",16.3706,35485,35485,PP
7,35525,"",16.4086,35485,35485,PP
4,35525,"",16.4195,35485,35485,PP
3,35525,"",16.4267,35485,35485,PP
8,35525,"",16.4507,35485,35485,PP
4,35525,"",16.4647,35485,35485,PP
3,35525,"",16.4767,35485,35485,PP
7,35525,"",16.4963,35485,35485,PP
5,35525,"",16.5204,35485,35485,PP
4,35525,"",16.554,35485,35485,PP
5,35525,"",16.5795,35485,35485,PP
7,35525,"",16.5958,35485,35485,PP
3,35525,"",16.6276,35485,35485,PP
4,35525,"",16.6427,35485,35485,PP
5,35525,"",16.6551,35485,35485,PP
4,35525,"",16.6686,35485,35485,PP
3,35525,"",16.6969,35485,35485,PP
3,35525,"",16.717,35485,35485,PP
2,35525,"",16.7298,35485,35485,PP
5,35525,"",16.7407,35485,35485,PP
6,35525,"",16.769,35485,35485,PP
3,35525,"",16.7786,35485,35485,PP
4,35525,"",16.7917,35485,35485,PP
5,35525,"",16.8061,35485,35485,PP
3,35525,"",16.8201,35485,35485,PP
7,35525,"",16.8318,35485,35485,PP
6,35525,"",16.8512,35485,35485,PP
4,35525,"",16.8792,35485,35485,PP
6,35525,"",16.8951,35485,35485,PP
4,35525,"",16.9111,35485,35485,PP
7,35525,"",16.9301,35485,35485,PP
8,35525,"",16.9481,35485,35485,PP
5,35525,"",16.9605,35485,35485,PP
5,35525,"",16.977,35485,35485,PP
5,35525,"",16.9864,35485,35485,PP
3,35525,"",17.0041,35485,35485,PP
5,35525,"",17.0223,35485,35485,PP
9,35525,"",17.054,35485,35485,PP
8,35525,"",17.0902,35485,35485,PP
5,35525,"",17.1013,35485,35485,PP
8,35525,"",17.1171,35485,35485,PP
6,35525,"",17.127,35485,35485,PP
5,35525,"",17.1368,35485,35485,PP
7,35525,"",17.1643,35485,35485,PP
5,35525,"",17.1804,35485,35485,PP
5,35525,"",17.1921,35485,35485,PP
3,35525,"",17.2092,35485,35485,PP
3,35525,"",17.2241,35485,35485,PP
3,35525,"",17.2315,35485,35485,PP
7,35525,"",17.2514,35485,35485,PP
5,35525,"",17.267,35485,35485,PP
8,35525,"",17.282,35485,35485,PP
2,35525,"",17.2965,35485,35485,PP
6,35525,"",17.3114,35485,35485,PP
3,35525,"",17.322,35485,35485,PP
4,35525,"",17.3419,35485,35485,PP
4,35525,"",17.3632,35485,35485,PP
4,35525,"",17.3793,35485,35485,PP
3,35525,"",17.3872,35485,35485,PP
4,35525,"",17.3951,35485,35485,PP
2,35525,"",17.4015,35485,35485,PP
4,35525,"",17.4109,35485,35485,PP
2,35525,"",17.4249,35485,35485,PP
3,35525,"",17.4347,35485,35485,PP
3,35525,"",17.4411,35485,35485,PP
7,35525,"",17.4558,35485,35485,PP
4,35525,"",17.4637,35485,35485,PP
5,35525,"",17.4856,35485,35485,PP
8,35525,"",17.5085,35485,35485,PP
4,35525,"",17.5282,35485,35485,PP
7,35525,"",17.5537,35485,35485,PP
8,35525,"",17.5768,35485,35485,PP
2,35525,"",17.5877,35485,35485,PP
4,35525,"",17.6039,35485,35485,PP
5,35525,"",17.6243,35485,35485,PP
5,35525,"",17.6432,35485,35485,PP
8,35525,"",17.6595,35485,35485,PP
4,35525,"",17.6804,35485,35485,PP
5,35525,"",17.6986,35485,35485,PP
4,35525,"",17.7056,35485,35485,PP
7,35525,"",17.7216,35485,35485,PP
4,35525,"",17.7289,35485,35485,PP
8,35525,"",17.7538,35485,35485,PP
2,35525,"",17.765,35485,35485,PP
3,35525,"",17.7714,35485,35485,PP
3,35525,"",17.7768,35485,35485,PP
4,35525,"",17.7871,35485,35485,PP
4,35525,"",17.7953,35485,35485,PP
4,35525,"",17.8097,35485,35485,PP
2,35525,"",17.8213,35485,35485,PP
5,35525,"",17.839,35485,35485,PP
3,35525,"",17.8443,35485,35485,PP
3,35525,"",17.8567,35485,35485,PP
2,35525,"",17.8694,35485,35485,PP
6,35525,"",17.8941,35485,35485,PP
2,35525,"",17.9076,35485,35485,PP
6,35525,"",17.9184,35485,35485,PP
8,35525,"",17.9434,35485,35485,PP
5,35525,"",17.9575,35485,35485,PP
2,35525,"",17.963,35485,35485,PP
8,35525,"",17.9853,35485,35485,PP
3,35525,"",18.0002,35485,35485,PP
8,35525,"",18.0131,35485,35485,PP
3,35525,"",18.025,35485,35485,PP
4,35525,"",18.0341,35485,35485,PP
6,35525,"",18.053,35485,35485,PP
6,35525,"",18.0775,35485,35485,PP
4,35525,"",18.0849,35485,35485,PP
5,35525,"",18.1053,35485,35485,PP
8,35525,"",18.1221,35485,35485,PP
3,35525,"",18.1291,35485,35485,PP
6,35525,"",18.1398,35485,35485,PP
2,35525,"",18.1531,35485,35485,PP
3,35525,"",18.1604,35485,35485,PP
4,35525,"",18.1748,35485,35485,PP
3,35525,"",18.1877,35485,35485,PP
5,35525,"",18.2134,35485,35485,PP
3,35525,"",18.227,35485,35485,PP
2,35525,"",18.2323,35485,35485,PP
4,35525,"",18.24,35485,35485,PP
5,35525,"",18.2522,35485,35485,PP
3,35525,"",18.2651,35485,35485,PP
3,35525,"",18.2797,35485,35485,PP
8,35525,"",18.3028,35485,35485,PP
5,35525,"",18.315,35485,35485,PP
4,35525,"",18.3231,35485,35485,PP
2,35525,"",18.3287,35485,35485,PP
5,35525,"",18.3735,35485,35485,PP
7,35525,"",18.39,35485,35485,PP
6,35525,"",18.4022,35485,35485,PP
8,35525,"",18.4177,35485,35485,PP
5,35525,"",18.4454,35485,35485,PP
5,35525,"",18.4549,35485,35485,PP
7,35525,"",18.4932,35485,35485,PP
8,35525,"",18.5138,35485,35485,PP
4,35525,"",18.5328,35485,35485,PP
5,35525,"",18.5472,35485,35485,PP
8,35525,"",18.5682,35485,35485,PP
2,35525,"",18.5792,35485,35485,PP
6,35525,"",18.591,35485,35485,PP
8,35525,"",18.6151,35485,35485,PP
5,35525,"",18.6354,35485,35485,PP
3,35525,"",18.6423,35485,35485,PP
6,35525,"",18.6518,35485,35485,PP
6,35525,"",18.6694,35485,35485,PP
6,35525,"",18.6927,35485,35485,PP
3,35525,"",18.6991,35485,35485,PP
4,35525,"",18.7156,35485,35485,PP
5,35525,"",18.7244,35485,35485,PP
8,35525,"",18.7406,35485,35485,PP
4,35525,"",18.7529,35485,35485,PP
6,35525,"",18.7666,35485,35485,PP
8,35525,"",18.7816,35485,35485,PP
4,35525,"",18.7994,35485,35485,PP
